tokens_lemmatized
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['fdrlinternal', 'fund', 'transfe']"
['neftn197180586809753ush']
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlinternal', 'fund', 'transfe']"
"['imp', '819715399573', 'pu']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
['rtgshdfch18197341476indfor']
"['fdrlreal', 'time', 'gross', 'settl']"
['neftp18071667202204ms']
['neftsbin318197504395san']
['neftioban18197663398maa']
"['trf', 'indiaforensic', 'service']"
"['indiaforensic', 'usa', 'incusd1268']"
['irtt00701820570']
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
['neftpnbh181977722745anu']
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlinternal', 'fund', 'transfe']"
['neftsbin318197807646cha']
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['beat', 'csh', 'pkp', 'del', 'udyog', '62']"
['neftsbin318197876297jai']
['neft000048965859indiaforensic']
['neft000048966040indiaforensic']
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['imp', '819810382802']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
['neftaxir181987463018sai']
['cashdepnoidatp']
['rtgssbinh18198014023sri']
['neftsbin418198193299har']
['rtgshdfch18198419716jun']
['neftpunbh18198194380rat']
['rtgspunbh18198631025man']
['rtgspunbh18198633197pun']
['rtgshdfch18198463770indfor']
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
['rtgshdfch18198504362bat']
['neftp18071767617760ms']
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['trf', 'indiaforensic', 'service']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
['cashdepghatkopar']
['neftsbin418198802236nar']
['neftsbin418198828254m']
['neft000049036323indiaforensic']
['neft000049037241indiaforensic']
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['stamp', 'paper', 'purchasing']"
"['beat', 'csh', 'pkp', 'del', 'udyog', '62']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['dsb', 'muti', 'csh', '100x1', '130720']"
['neftpunbh18199395215bal']
['rtgssbinh18199006476indfor']
"['fdrlreal', 'time', 'gross', 'settl']"
['rtgssbinh18199010026sri']
['neftsbin518199046650tha']
['cashdepnoidatp']
"['fdrlinternal', 'fund', 'transfe']"
['neftn199180588483816ush']
"['indiaforensic', 'service', 'india', 'pvt']"
['rtgsucbah18199091644bha']
['neftp18071868005881ms']
['neftsbin518199205483m']
"['imp', '819914115149', 'pu']"
['neftaxisp00003629681acc']
['rtgshdfch18199651578indfor']
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['imp', '819914327143']"
"['imp', '819915328632']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
['rtgsicich18199493596indfor']
['rtgshdfch18199654211bat']
['rtgsicich18199495262indfor']
['rtgspunbh18199660696pun']
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
['neft180718i174847659jay']
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['imp', '819916147067', 'sa']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['trf', 'indiaforensic', 'service']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['beat', 'csh', 'pkp', 'del', 'udyog', '62']"
['cashdepnoidatp']
['rtgssbinh18200005034indfor']
['cashdepvikasmargtp']
['neftn200180589280483ush']
['rtgssbinh18200011783indfor']
"['fdrlreal', 'time', 'gross', 'settl']"
['neftsbin518200850523nar']
['neftsdl35555812friends']
"['indiaforensic', 'usa', 'incusd1180']"
['irtt00701820867']
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
['neftn200180589448982ush']
['neftn200180589488399jun']
['rtgshdfch18200828721bat']
['rtgshdfch18200843322indfor']
['rtgspsibh18200022858sai']
['neftp18071968504937ms']
['neft20624213391dcarthas']
['neftaxisp00003735309acc']
['rtgsicich18200626643indfor']
['rtgsicich18200627518indfor']
['neftbarbq18200883803mak']
"['fdrlnational', 'electronic', 'f']"
"['trf', 'indiaforensic', 'service']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['beat', 'csh', 'pkp', 'del', 'udyog', '62']"
"['trf', 'indiaforensic', 'service']"
"['fdrlinternal', 'fund', 'transfe']"
['neftpunbh18201811589bal']
['rtgshdfch18201891994baj']
['rtgssbinh18201007620indfor']
['neftsbin618201700827m']
"['indiaforensic', 'usa', 'incusd8402']"
['irtt00701820989']
['rtgssbinh18201018121indfor']
"['fdrlreal', 'time', 'gross', 'settl']"
"['chq', 'dep689owdel1barbg']"
"['chq', 'dep160541owdel1orb']"
"['chq', 'dep24203owdel1bkid']"
"['chq', 'dep4372owdel1cbin']"
"['chq', 'dep6owdel1hdfcpur']"
"['chq', 'dep273338owdel1sbi']"
"['chq', 'dep596204owdel1sbi']"
"['chq', 'dep137186owdel1sbi']"
"['chq', 'dep11821owdel1bkid']"
"['chq', 'dep635045owdel1sbi']"
"['chq', 'dep30392owdel1cbin']"
"['chq', 'dep4084owdel1sbin']"
"['chq', 'dep300310owdel1sbi']"
"['chq', 'dep105903owdel1idi']"
"['chq', 'dep19869owdel1cbin']"
"['chq', 'dep775193owdel1utb']"
"['chq', 'dep872921owdel1sbi']"
"['chq', 'dep625555owdel1sbi']"
"['chq', 'dep14773owdel1cbin']"
"['chq', 'dep871418owdel1pun']"
"['chq', 'dep460808owdel1utb']"
"['chq', 'dep223124owdel1sbi']"
"['chq', 'dep381294owdel1sbi']"
"['chq', 'dep260930owdel1sbi']"
"['chq', 'dep74694owdel1sbin']"
"['chq', 'dep51owdel1ucbako']"
"['chq', 'dep437224owdel1sbi']"
"['chq', 'dep444277owdel1sbi']"
"['chq', 'dep4112owdel1alla']"
"['chq', 'dep251561owdel1sbi']"
"['chq', 'dep356027owdel1sbi']"
"['chq', 'dep43557owdel1ubin']"
"['chq', 'dep59016owdel1sbin']"
"['chq', 'dep257122owdel1pun']"
"['chq', 'dep579852owdel1sbi']"
"['chq', 'dep644265owdel1sbi']"
"['chq', 'dep737431owdel1ucb']"
"['chq', 'dep5716owdel1cbin']"
"['chq', 'dep67473owdel1cnrb']"
"['chq', 'dep940102owdel1cnr']"
"['chq', 'dep23087owdel1cbin']"
"['chq', 'dep269282owdel1ucb']"
"['chq', 'dep352owdel1barbp']"
"['chq', 'dep112owdel1barbm']"
"['chq', 'dep54owdel1ucbaku']"
"['chq', 'dep55352owdel1sbin']"
"['chq', 'dep98424owdel1sbin']"
"['chq', 'dep75478owdel1sbin']"
"['chq', 'dep583989owdel1sbi']"
"['chq', 'dep598owdel1hdfcj']"
"['chq', 'dep146397owdel1cbi']"
"['chq', 'dep496owdel1barbc']"
"['neftsbin618201774139m', 'r']"
"['fdrlinternal', 'fund', 'transfe']"
['neftsbin618201775789tar']
"['aditya', 'birla', 'sun', 'life', 'in']"
"['imp', '820113199802', 'pu']"
['neftsbin618201846361nar']
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
['rtgshdfch18201990316bat']
['neftbarbr18201204274rad']
['rtgshdfch18201983232indfor']
"['indiaforensic', 'service', 'india', 'pvt']"
"['indiaforensic', 'service', 'india', 'pvt']"
"['chq', 'deposit', 'return260930']"
"['chq', 'deposit', 'return4372e']"
"['chq', 'deposit', 'return137186']"
"['chq', 'deposit', 'return4084f']"
"['chq', 'deposit', 'return737431']"
"['chq', 'deposit', 'return251561']"
"['chq', 'deposit', 'return352fu']"
"['chq', 'deposit', 'return625555']"
['neftpunbh18201926393pun']
['neftaxisp00003853650acc']
"['fdrlreal', 'time', 'gross', 'settl']"
"['indiaforensic', 'service', 'india', 'pvt']"
['neftp18072068884326ms']
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['indiaforensic', 'service', 'india', 'pvt']"
['neftsbin718201031057vb']
['neftsbin718201060761uda']
['neftn201180590436892tec']
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
['neftsbin718201223069nar']
['neft000049254688indiaforensic']
['neft000049254642indiaforensic']
['neft000049254703indiaforensic']
['neft000049254489indiaforensic']
"['beat', 'csh', 'pkp', 'del', 'udyog', '62']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['chq', 'deposit', 'return260930']"
"['chq', 'deposit', 'return260930']"
"['chq', 'deposit', 'return4372c']"
"['chq', 'deposit', 'return4372g']"
"['chq', 'deposit', 'return137186']"
"['chq', 'deposit', 'return137186']"
"['chq', 'deposit', 'return4084c']"
"['chq', 'deposit', 'return4084g']"
"['chq', 'deposit', 'return737431']"
"['chq', 'deposit', 'return737431']"
"['chq', 'deposit', 'return251561']"
"['chq', 'deposit', 'return251561']"
"['chq', 'deposit', 'return352ch']"
"['chq', 'deposit', 'return352gs']"
"['chq', 'deposit', 'return625555']"
"['chq', 'deposit', 'return625555']"
['cashdepnoidatp']
['neftpunbh18202014004bal']
['neftsbin718202414089m']
['rtgssbinh18202015608indfor']
"['fdrlreal', 'time', 'gross', 'settl']"
['neftsbin718202438005har']
['cashpmtgurgaonself']
"['chq', 'dep1638owdel1barb']"
"['chq', 'dep938427owdel1sbi']"
"['chq', 'dep597662owdel1orb']"
"['chq', 'dep344076owdel1sbi']"
"['chq', 'dep135640owdel1orb']"
"['chq', 'dep727117owdel1sbi']"
"['chq', 'dep719803owdel1sbi']"
"['chq', 'dep103001owdel1uti']"
"['chq', 'dep42owdel1hdfc']"
"['chq', 'dep333375owdel1sbi']"
"['chq', 'dep796owdel1bkdnn']"
"['chq', 'dep20699owdel1cbin']"
"['chq', 'dep20216owdel1cbin']"
"['chq', 'dep695081owdel1pun']"
"['chq', 'dep75953owdel1ucba']"
"['chq', 'dep299010owdel1sbi']"
"['chq', 'dep248330owdel1sbi']"
"['chq', 'dep552172owdel1pun']"
"['chq', 'dep423000owdel1sbi']"
"['chq', 'dep259562owdel1pun']"
"['chq', 'dep454408owdel1pun']"
"['chq', 'dep100owdel1hdfc']"
"['chq', 'dep272912owdel1pun']"
"['chq', 'dep663739owdel1sbi']"
"['chq', 'dep214owdel1hdfcu']"
"['chq', 'dep368615owdel1sbi']"
"['chq', 'dep396164owdel1sbi']"
"['chq', 'dep435276owdel1sbi']"
"['chq', 'dep103owdel1barb']"
"['chq', 'dep714401owdel1hp']"
"['chq', 'dep139236owdel1pun']"
"['chq', 'dep172owdel1sbind']"
"['chq', 'dep640399owdel1sbi']"
['neftn202180590883437ush']
"['imp', '820213325058']"
"['imp', '820213323711', 'pu']"
['neftaxisp00003942152acc']
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['imp', '820215346821']"
"['imp', '820215819973', 'sa']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['imp', '820215862129', 'sa']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
['rtgshdfch18202134392indfor']
"['fdrlreal', 'time', 'gross', 'settl']"
['neftp18072169106928ms']
"['trf', 'indiaforensic', 'service']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlnational', 'electronic', 'f']"
"['chq', 'deposit', 'return597662']"
"['chq', 'deposit', 'return103fu']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
['neftsbin718202852750nar']
['neft000049304776indiaforensic']
['neft000049304348indiaforensic']
"['beat', 'csh', 'pkp', 'del', 'udyog', '62']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['chq', 'deposit', 'return103ch']"
"['chq', 'deposit', 'return103gs']"
['neftsbin718204926021m']
['cashdepnoidatp']
['rtgssbinh18204003816indfor']
['rtgssbinh18204003802indfor']
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
['cashdepghatkopar']
"['fdrlinternal', 'fund', 'transfe']"
['neftn204180591354230ush']
['rtgssbinh18204014761sri']
"['indiaforensic', 'service', 'india', 'pvt']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['fdrlreal', 'time', 'gross', 'settl']"
['rtgshdfch18204232872bat']
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
['rtgshdfch18204231930indfor']
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
['neftsbin818204214165adi']
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
['rtgspunbh18204732471pun']
"['indiaforensic', 'service', 'india', 'pvt']"
"['imp', '820416146840', 'pu']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
['neft000049369536indiaforensic']
['neft000049368877indiaforensic']
['neftfsfbh18204000080fin']
"['fdrlinternal', 'fund', 'transfe']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['beat', 'csh', 'pkp', 'del', 'udyog', '62']"
"['fdrlinternal', 'fund', 'transfe']"
['cashdepghatkopar']
['cashdepnoidatp']
"['trf', 'indiaforensic', 'service']"
['rtgssbinh18205008337indfor']
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
['rtgshdfch18205363444jun']
"['fdrlinternal', 'fund', 'transfe']"
"['chq', 'dep354268owdel2sbi']"
"['chq', 'dep737482owdel2sbi']"
"['chq', 'dep65938owdel2sbin']"
"['chq', 'dep373521owdel2sbi']"
['neftsbin818205715319har']
['rtgsucbah18205053696bha']
"['fdrlreal', 'time', 'gross', 'settl']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
['neftn205180592258061ush']
"['fdrlreal', 'time', 'gross', 'settl']"
['neftaxisp00004154051acc']
"['imp', '820515346055']"
['neftn205180592408087bat']
"['indiaforensic', 'service', 'india', 'pvt']"
"['chq', 'deposit', 'return354268']"
['neftsbin918205000776tar']
['neft000049430308indiaforensic']
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
['neft000049429485indiaforensic']
['neft000049429425indiaforensic']
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['beat', 'csh', 'pkp', 'del', 'gurg', '620']"
"['chq', 'deposit', 'return354268']"
"['chq', 'deposit', 'return354268']"
['cashdepghatkopar']
['rtgssbinh18206006655indfor']
['cashdepnoidatp']
"['fdrlnational', 'electronic', 'f']"
"['fdrlnational', 'electronic', 'f']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlinternal', 'fund', 'transfe']"
['neftsbin918206318928tha']
['neftpunbh18206599255bal']
['neftn206180592895024ush']
['rtgshdfch18206519826indfor']
"['fdrlreal', 'time', 'gross', 'settl']"
"['trf', 'indiaforensic', 'service']"
"['fdrlreal', 'time', 'gross', 'settl']"
"['chq', 'dep789154owdel1syn']"
"['chq', 'dep204303owdel1sbi']"
"['chq', 'dep175076owdel1sbi']"
"['chq', 'dep10053owdel1alla']"
"['chq', 'dep580716owdel1sbi']"
"['chq', 'dep617903owdel1pun']"
"['chq', 'dep260431owdel1pun']"
"['chq', 'dep960349owdel1hp']"
"['chq', 'dep1567owdel1sbin']"
"['chq', 'dep707046owdel1pun']"
"['chq', 'dep651956owdel1sbi']"
"['chq', 'dep388953owdel1sbi']"
"['chq', 'dep175owdel1ucbap']"
"['chq', 'dep890owdel1icicn']"
"['chq', 'dep414883owdel1sbi']"
"['chq', 'dep477060owdel1sbi']"
"['chq', 'dep657508owdel1hp']"
"['chq', 'dep522owdel1ucbap']"
"['chq', 'dep434owdel1ucba']"
"['chq', 'dep28owdel1hdfc']"
"['chq', 'dep217655owdel1pun']"
"['chq', 'dep360owdel1hdfcs']"
"['chq', 'dep935owdel1hdfcs']"
"['chq', 'dep405179owdel1sbi']"
"['chq', 'dep843241owdel1pun']"
['neftp18072570126341ms']
"['chq', 'deposit', 'return360ex']"
['rtgspunbh18206768153pun']
['neftsbin918206670213ms']
"['imp', '820616177242', 'pu']"
"['pbgi01001500089', 'idbi', 'bank']"
"['pbgi01001500079', 'idbi', 'bank']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['trf', 'indiaforensic', 'service']"
['neft000049490744indiaforensic']
['neftaxisp00004294725acc']
['neft000049491048indiaforensic']
['irtt00701821479']
"['indiaforensic', 'usa', 'incusd9216']"
"['pbgi01001800164bank', 'guar']"
"['stamp', 'paper', 'purchasing']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['trf', 'indiaforensic', 'service']"
"['beat', 'csh', 'pkp', 'del', 'udyo', '620']"
"['fdrlinternal', 'fund', 'transfe']"
"['fdrlinternal', 'fund', 'transfe']"
"['chq', 'deposit', 'return360ch']"
"['chq', 'deposit', 'return360gs']"
['rtgssbinh18207005129indfor']
"['fdrlreal', 'time', 'gross', 'settl']"
"['fdrlreal', 'time', 'gross', 'settl']"
['neftsbin918207943073tha']
"['fdrlinternal', 'fund', 'transfe']"
"['trf', 'indiaforensic', 'service']"
['neftsbin118207226262pra']
['neftn207180593688982jun']
"['fdrlreal', 'time', 'gross', 'settl']"
['neftp18072670488400ms']
['neftaxisp00004346699acc']
['rtgshdfch18207735370bat']
"['chq', 'dep74016owdel1sbin']"
"['chq', 'dep694430owdel1utb']"
"['chq', 'dep637592owdel1sbi']"
"['chq', 'dep19251owdel1utib']"
"['chq', 'dep385231owdel1sbi']"
"['chq', 'dep633389owdel1sbi']"
"['chq', 'dep987121owdel1sbi']"
"['chq', 'dep101786owdel1idi']"
"['chq', 'dep845928owdel1sbi']"
"['chq', 'dep159849owdel1sbi']"
"['chq', 'dep891918owdel1sbi']"
"['chq', 'dep39889owdel1cbin']"
"['chq', 'dep826739owdel1ici']"
"['chq', 'dep63191owdel1sbin']"
"['chq', 'dep266098owdel1sbi']"
"['chq', 'dep836182owdel1cla']"
"['chq', 'dep712632owdel1sbi']"
"['chq', 'dep834089owdel1pun']"
"['chq', 'dep127368owdel1pun']"
"['chq', 'dep463372owdel1cla']"
"['chq', 'dep253643owdel1pun']"
"['chq', 'dep345083owdel1pun']"
"['chq', 'dep604425owdel1sbi']"
"['chq', 'dep166206owdel1cla']"
"['chq', 'dep18492owdel1cla']"
"['chq', 'dep83owdel1ucbaho']"
"['chq', 'dep10485owdel1bkid']"
"['chq', 'dep995265owdel1bar']"
"['chq', 'dep147018owdel1sbi']"
"['chq', 'dep555346owdel1sbb']"
"['chq', 'dep117896owdel1sbi']"
"['chq', 'dep2owdel1barbnaw']"
"['chq', 'dep41666owdel1sbin']"
"['chq', 'dep638093owdel1sbi']"
['neftsbin118207354102nar']
"['fdrlreal', 'time', 'gross', 'settl']"
"['chq', 'deposit', 'return74016']"
"['chq', 'deposit', 'return891918']"
